,Unnamed: 0,dataid,local_15min,solar_total,grid
525620,701088,9612,2014-03-01 00:00:00-06,,0.413
525621,701089,9612,2014-03-01 00:15:00-06,,0.727
525622,701090,9612,2014-03-01 00:30:00-06,,0.51
525623,701091,9612,2014-03-01 00:45:00-06,,0.429
525624,701092,9612,2014-03-01 01:00:00-06,,2.182
525625,701093,9612,2014-03-01 01:15:00-06,,0.767
525626,701094,9612,2014-03-01 01:30:00-06,,0.937
525627,701095,9612,2014-03-01 01:45:00-06,,0.846
525628,701096,9612,2014-03-01 02:00:00-06,,0.327
525629,701097,9612,2014-03-01 02:15:00-06,,0.306
525630,701098,9612,2014-03-01 02:30:00-06,,1.281
525631,701099,9612,2014-03-01 02:45:00-06,,0.288
525632,701100,9612,2014-03-01 03:00:00-06,,0.237
525633,701101,9612,2014-03-01 03:15:00-06,,0.264
525634,701102,9612,2014-03-01 03:30:00-06,,0.617
525635,701103,9612,2014-03-01 03:45:00-06,,0.814
525636,701104,9612,2014-03-01 04:00:00-06,,0.291
525637,701105,9612,2014-03-01 04:15:00-06,,0.194
525638,701106,9612,2014-03-01 04:30:00-06,,0.191
525639,701107,9612,2014-03-01 04:45:00-06,,0.252
525640,701108,9612,2014-03-01 05:00:00-06,,0.254
525641,701109,9612,2014-03-01 05:15:00-06,,0.233
525642,701110,9612,2014-03-01 05:30:00-06,,0.178
525643,701111,9612,2014-03-01 05:45:00-06,,0.251
525644,701112,9612,2014-03-01 06:00:00-06,,0.225
525645,701113,9612,2014-03-01 06:15:00-06,,0.174
525646,701114,9612,2014-03-01 06:30:00-06,,0.236
525647,701115,9612,2014-03-01 06:45:00-06,,0.247
525648,701116,9612,2014-03-01 07:00:00-06,,0.173
525649,701117,9612,2014-03-01 07:15:00-06,,0.22
525650,701118,9612,2014-03-01 07:30:00-06,,0.253
525651,701119,9612,2014-03-01 07:45:00-06,,0.182
525652,701120,9612,2014-03-01 08:00:00-06,,0.244
525653,701121,9612,2014-03-01 08:15:00-06,,0.307
525654,701122,9612,2014-03-01 08:30:00-06,,0.254
525655,701123,9612,2014-03-01 08:45:00-06,,0.23
525656,701124,9612,2014-03-01 09:00:00-06,,0.304
525657,701125,9612,2014-03-01 09:15:00-06,,0.27
525658,701126,9612,2014-03-01 09:30:00-06,,0.229
525659,701127,9612,2014-03-01 09:45:00-06,,0.31
525660,701128,9612,2014-03-01 10:00:00-06,,0.286
525661,701129,9612,2014-03-01 10:15:00-06,,0.288
525662,701130,9612,2014-03-01 10:30:00-06,,1.085
525663,701131,9612,2014-03-01 10:45:00-06,,0.54
525664,701132,9612,2014-03-01 11:00:00-06,,0.571
525665,701133,9612,2014-03-01 11:15:00-06,,0.777
525666,701134,9612,2014-03-01 11:30:00-06,,0.506
525667,701135,9612,2014-03-01 11:45:00-06,,0.716
525668,701136,9612,2014-03-01 12:00:00-06,,0.706
525669,701137,9612,2014-03-01 12:15:00-06,,0.508
525670,701138,9612,2014-03-01 12:30:00-06,,0.484
525671,701139,9612,2014-03-01 12:45:00-06,,0.486
525672,701140,9612,2014-03-01 13:00:00-06,,0.563
525673,701141,9612,2014-03-01 13:15:00-06,,0.565
525674,701142,9612,2014-03-01 13:30:00-06,,0.991
525675,701143,9612,2014-03-01 13:45:00-06,,1.093
525676,701144,9612,2014-03-01 14:00:00-06,,0.196
525677,701145,9612,2014-03-01 14:15:00-06,,0.267
525678,701146,9612,2014-03-01 14:30:00-06,,0.251
525679,701147,9612,2014-03-01 14:45:00-06,,0.218
525680,701148,9612,2014-03-01 15:00:00-06,,0.214
525681,701149,9612,2014-03-01 15:15:00-06,,0.253
525682,701150,9612,2014-03-01 15:30:00-06,,0.19
525683,701151,9612,2014-03-01 15:45:00-06,,0.214
525684,701152,9612,2014-03-01 16:00:00-06,,0.254
525685,701153,9612,2014-03-01 16:15:00-06,,0.208
525686,701154,9612,2014-03-01 16:30:00-06,,0.194
525687,701155,9612,2014-03-01 16:45:00-06,,0.257
525688,701156,9612,2014-03-01 17:00:00-06,,0.225
525689,701157,9612,2014-03-01 17:15:00-06,,0.173
525690,701158,9612,2014-03-01 17:30:00-06,,0.257
525691,701159,9612,2014-03-01 17:45:00-06,,0.246
525692,701160,9612,2014-03-01 18:00:00-06,,0.174
525693,701161,9612,2014-03-01 18:15:00-06,,0.235
525694,701162,9612,2014-03-01 18:30:00-06,,0.25
525695,701163,9612,2014-03-01 18:45:00-06,,0.257
525696,701164,9612,2014-03-01 19:00:00-06,,1.28
525697,701165,9612,2014-03-01 19:15:00-06,,1.381
525698,701166,9612,2014-03-01 19:30:00-06,,1.472
525699,701167,9612,2014-03-01 19:45:00-06,,0.761
525700,701168,9612,2014-03-01 20:00:00-06,,0.707
525701,701169,9612,2014-03-01 20:15:00-06,,0.95
525702,701170,9612,2014-03-01 20:30:00-06,,0.877
525703,701171,9612,2014-03-01 20:45:00-06,,0.704
525704,701172,9612,2014-03-01 21:00:00-06,,0.6
525705,701173,9612,2014-03-01 21:15:00-06,,0.743
525706,701174,9612,2014-03-01 21:30:00-06,,0.712
525707,701175,9612,2014-03-01 21:45:00-06,,0.7
525708,701176,9612,2014-03-01 22:00:00-06,,0.683
525709,701177,9612,2014-03-01 22:15:00-06,,0.627
525710,701178,9612,2014-03-01 22:30:00-06,,0.505
525711,701179,9612,2014-03-01 22:45:00-06,,0.424
525712,701180,9612,2014-03-01 23:00:00-06,,0.38
525713,701181,9612,2014-03-01 23:15:00-06,,0.415
525714,701182,9612,2014-03-01 23:30:00-06,,0.368
525715,701183,9612,2014-03-01 23:45:00-06,,0.337
525716,701184,9612,2014-03-02 00:00:00-06,,0.478
525717,701185,9612,2014-03-02 00:15:00-06,,0.474
525718,701186,9612,2014-03-02 00:30:00-06,,0.346
525719,701187,9612,2014-03-02 00:45:00-06,,0.393
525720,701188,9612,2014-03-02 01:00:00-06,,1.052
525721,701189,9612,2014-03-02 01:15:00-06,,0.284
525722,701190,9612,2014-03-02 01:30:00-06,,0.26
525723,701191,9612,2014-03-02 01:45:00-06,,0.341
525724,701192,9612,2014-03-02 02:00:00-06,,0.296
525725,701193,9612,2014-03-02 02:15:00-06,,0.177
525726,701194,9612,2014-03-02 02:30:00-06,,0.233
525727,701195,9612,2014-03-02 02:45:00-06,,0.252
525728,701196,9612,2014-03-02 03:00:00-06,,0.187
525729,701197,9612,2014-03-02 03:15:00-06,,0.216
525730,701198,9612,2014-03-02 03:30:00-06,,0.252
525731,701199,9612,2014-03-02 03:45:00-06,,0.195
525732,701200,9612,2014-03-02 04:00:00-06,,0.208
525733,701201,9612,2014-03-02 04:15:00-06,,0.253
525734,701202,9612,2014-03-02 04:30:00-06,,0.204
525735,701203,9612,2014-03-02 04:45:00-06,,0.196
525736,701204,9612,2014-03-02 05:00:00-06,,0.255
525737,701205,9612,2014-03-02 05:15:00-06,,0.214
525738,701206,9612,2014-03-02 05:30:00-06,,0.183
